fecha_anual_esp	titulo_anual_esp	expediente_icaa	confidence	reason	title_score	titulo_icaa	fecha_estreno_icaa	url
2022-01-05	estado impuro phoenix	197018	alta	titulo y fecha exactos	1.0	Estado impuro	05/01/2022	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=197018
2021-03-31	este amor es de otro planeta cineand		no encontrado	sin candidato aceptable				
2021-11-26	esther ferrer hilos de tiempo		no encontrado	sin candidato aceptable				
2022-11-03	estimada sara		no encontrado	sin candidato aceptable				
2023-09-29	estols se realiza siguiendo el criterio de semanas cinematograficas		no encontrado	sin candidato aceptable				
2022-04-09	estos muros		no encontrado	sin candidato aceptable				
2024-10-11	estrella fugaz european		no encontrado	sin candidato aceptable				
2023-03-02	eterna se realiza siguiendo el criterio de semanas cinematograficas	99622	alta	titulo y fecha exactos	1.0	ETERNA	02/03/2023	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=99622
2023-06-28	evangelio mayor		no encontrado	sin candidato aceptable				
2017-12-11	everest un reto sobrehumano		no encontrado	sin candidato aceptable				
2024-03-24	experimento deanie		no encontrado	sin candidato aceptable				
2018-11-09	experimento stuka		no encontrado	sin candidato aceptable				
2022-10-20	exploradores verticales		no encontrado	sin candidato aceptable				
2023-09-14	explotando el eden lle a vache		no encontrado	sin candidato aceptable				
2025-10-03	extrano rio		no encontrado	sin candidato aceptable				
2022-09-11	extremadura paraiso natural de europa		no encontrado	sin candidato aceptable				
2021-03-23	ez eskerrik asko la ventana de gladys		no encontrado	sin candidato aceptable				
2024-02-22	fabula del escorpion y la rana		no encontrado	sin candidato aceptable				
2016-12-16	falling		no encontrado	sin candidato aceptable				
2025-05-10	faltan vuestros nombres		no encontrado	sin candidato aceptable				
2017-08-31	familia dementia		no encontrado	sin candidato aceptable				
2025-06-20	fandango maravillas		no encontrado	sin candidato aceptable				
2021-11-26	fantasia		no encontrado	sin candidato aceptable				
2024-01-26	faro		no encontrado	sin candidato aceptable				
2023-11-10	fauna		no encontrado	sin candidato aceptable				
2019-03-01	feedback entertainment		no encontrado	sin candidato aceptable				
2023-11-07	feliz no cumpleanos		no encontrado	sin candidato aceptable				
2025-05-06	fenomenos		no encontrado	sin candidato aceptable				
2025-06-12	festa	37622	alta	titulo y fecha exactos	1.0	LA FESTA	12/06/2025	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=37622
2024-12-05	fianza	233223	media	titulo fuerte; fecha cercana (18 dias)	1.0	LA FIANZA	17/11/2024	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=233223
2025-10-23	fieles sirvientes		no encontrado	sin candidato aceptable				
2016-11-25	fiesta de los locos		no encontrado	sin candidato aceptable				
2020-02-07	fiesta no es para feos		no encontrado	sin candidato aceptable				
2021-03-25	figuras femeninas		no encontrado	sin candidato aceptable				
2025-01-31	filme pajaros volando		no encontrado	sin candidato aceptable				
2020-12-03	film symphony orchestra		no encontrado	sin candidato aceptable				
2015-11-13	final		no encontrado	sin candidato aceptable				
2025-01-31	fin de fiesta		no encontrado	sin candidato aceptable				
2024-11-01	fin de viaje sahara		no encontrado	sin candidato aceptable				
2021-11-10	finlandia	51119	media	titulo fuerte; fecha cercana (12 dias)	1.0	FINLANDIA	22/11/2021	https://sede.mcu.gob.es/CatalogoICAA/es-es/Peliculas/Detalle?Pelicula=51119
2024-09-12	flores bajo el hielo		no encontrado	sin candidato aceptable				
2023-05-06	flores de tierra quemada estrategias del terror en guatemala y espana		no encontrado	sin candidato aceptable				
2022-03-27	flowers pop art		no encontrado	sin candidato aceptable				
